Date Finished,Name,Task,Num Tasks Learned,Current Val,Adapt Val
11-03-20_20:17:10, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_0~numtaskslearned=12~tasknumber=0, RandSplitCIFAR100_0, 12, 0.7520, 0.7360
11-03-20_20:17:11, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_1~numtaskslearned=12~tasknumber=1, RandSplitCIFAR100_1, 12, 0.7200, 0.7200
11-03-20_20:17:11, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_2~numtaskslearned=12~tasknumber=2, RandSplitCIFAR100_2, 12, 0.8260, 0.8260
11-03-20_20:17:11, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_3~numtaskslearned=12~tasknumber=3, RandSplitCIFAR100_3, 12, 0.8340, 0.8300
11-03-20_20:17:11, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_4~numtaskslearned=12~tasknumber=4, RandSplitCIFAR100_4, 12, 0.8240, 0.8220
11-03-20_20:17:12, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_5~numtaskslearned=12~tasknumber=5, RandSplitCIFAR100_5, 12, 0.8760, 0.8860
11-03-20_20:17:12, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_6~numtaskslearned=12~tasknumber=6, RandSplitCIFAR100_6, 12, 0.8280, 0.8260
11-03-20_20:17:12, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_7~numtaskslearned=12~tasknumber=7, RandSplitCIFAR100_7, 12, 0.6700, 0.6820
11-03-20_20:17:13, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_8~numtaskslearned=12~tasknumber=8, RandSplitCIFAR100_8, 12, 0.7880, 0.7820
11-03-20_20:17:13, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_9~numtaskslearned=12~tasknumber=9, RandSplitCIFAR100_9, 12, 0.7400, 0.7420
11-03-20_20:17:13, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_10~numtaskslearned=12~tasknumber=10, RandSplitCIFAR100_10, 12, 0.8420, 0.8480
11-03-20_20:17:13, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_11~numtaskslearned=12~tasknumber=11, RandSplitCIFAR100_11, 12, 0.7580, 0.7640
