Date Finished,Name,Task,Num Tasks Learned,Current Val,Adapt Val
11-03-20_21:01:26, id=supsup~seed=0~sparsity=2~try=0~task=RandSplitCIFAR100_0~numtaskslearned=10~tasknumber=0, RandSplitCIFAR100_0, 10, 0.7660, 0.7860
11-03-20_21:01:26, id=supsup~seed=0~sparsity=2~try=0~task=RandSplitCIFAR100_1~numtaskslearned=10~tasknumber=1, RandSplitCIFAR100_1, 10, 0.7720, 0.7940
11-03-20_21:01:26, id=supsup~seed=0~sparsity=2~try=0~task=RandSplitCIFAR100_2~numtaskslearned=10~tasknumber=2, RandSplitCIFAR100_2, 10, 0.8500, 0.8560
11-03-20_21:01:27, id=supsup~seed=0~sparsity=2~try=0~task=RandSplitCIFAR100_3~numtaskslearned=10~tasknumber=3, RandSplitCIFAR100_3, 10, 0.8800, 0.8700
11-03-20_21:01:27, id=supsup~seed=0~sparsity=2~try=0~task=RandSplitCIFAR100_4~numtaskslearned=10~tasknumber=4, RandSplitCIFAR100_4, 10, 0.8580, 0.8520
11-03-20_21:01:27, id=supsup~seed=0~sparsity=2~try=0~task=RandSplitCIFAR100_5~numtaskslearned=10~tasknumber=5, RandSplitCIFAR100_5, 10, 0.9140, 0.9100
11-03-20_21:01:28, id=supsup~seed=0~sparsity=2~try=0~task=RandSplitCIFAR100_6~numtaskslearned=10~tasknumber=6, RandSplitCIFAR100_6, 10, 0.8800, 0.8780
11-03-20_21:01:28, id=supsup~seed=0~sparsity=2~try=0~task=RandSplitCIFAR100_7~numtaskslearned=10~tasknumber=7, RandSplitCIFAR100_7, 10, 0.7360, 0.7260
11-03-20_21:01:28, id=supsup~seed=0~sparsity=2~try=0~task=RandSplitCIFAR100_8~numtaskslearned=10~tasknumber=8, RandSplitCIFAR100_8, 10, 0.8320, 0.8220
11-03-20_21:01:28, id=supsup~seed=0~sparsity=2~try=0~task=RandSplitCIFAR100_9~numtaskslearned=10~tasknumber=9, RandSplitCIFAR100_9, 10, 0.8080, 0.8160
