Date Finished,Name,Current Val,Best Val,Save Directory
11-03-20_19:21:25, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=0, 0.7320, 0.7380, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:26:40, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=1, 0.7540, 0.7600, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:31:55, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=2, 0.8380, 0.8600, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:37:11, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=3, 0.7880, 0.8280, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:42:25, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=4, 0.8200, 0.8280, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:47:40, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=5, 0.8740, 0.8820, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:52:54, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=6, 0.8020, 0.8540, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:58:08, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=7, 0.6840, 0.7100, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=1~try=0
11-03-20_20:03:23, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=8, 0.7880, 0.8020, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=1~try=0
11-03-20_20:08:37, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=9, 0.7440, 0.7500, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=1~try=0
11-03-20_20:14:04, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=0, 0.7660, 0.8020, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:19:20, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=1, 0.7720, 0.8020, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:24:36, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=2, 0.8500, 0.8780, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:29:52, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=3, 0.8800, 0.9020, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:35:06, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=4, 0.8580, 0.8620, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:40:22, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=5, 0.9140, 0.9280, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:45:38, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=6, 0.8800, 0.8860, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:50:53, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=7, 0.7360, 0.7480, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:56:09, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=8, 0.8320, 0.8440, runs/SupsupSeed_run2/rn18-supsup_num_masks_10/id=supsup~seed=0~sparsity=2~try=0
