Date Finished,Name,Task,Num Tasks Learned,Current Val,Adapt Val
11-03-20_21:30:29, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_0~numtaskslearned=15~tasknumber=0, RandSplitCIFAR100_0, 15, 0.7340, 0.7340
11-03-20_21:30:29, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_1~numtaskslearned=15~tasknumber=1, RandSplitCIFAR100_1, 15, 0.7540, 0.7560
11-03-20_21:30:30, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_2~numtaskslearned=15~tasknumber=2, RandSplitCIFAR100_2, 15, 0.8600, 0.8500
11-03-20_21:30:30, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_3~numtaskslearned=15~tasknumber=3, RandSplitCIFAR100_3, 15, 0.8260, 0.8440
11-03-20_21:30:30, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_4~numtaskslearned=15~tasknumber=4, RandSplitCIFAR100_4, 15, 0.8040, 0.8040
11-03-20_21:30:31, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_5~numtaskslearned=15~tasknumber=5, RandSplitCIFAR100_5, 15, 0.8460, 0.8620
11-03-20_21:30:31, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_6~numtaskslearned=15~tasknumber=6, RandSplitCIFAR100_6, 15, 0.8280, 0.8160
11-03-20_21:30:31, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_7~numtaskslearned=15~tasknumber=7, RandSplitCIFAR100_7, 15, 0.7240, 0.7240
11-03-20_21:30:32, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_8~numtaskslearned=15~tasknumber=8, RandSplitCIFAR100_8, 15, 0.7620, 0.7580
11-03-20_21:30:32, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_9~numtaskslearned=15~tasknumber=9, RandSplitCIFAR100_9, 15, 0.7320, 0.7440
11-03-20_21:30:33, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_10~numtaskslearned=15~tasknumber=10, RandSplitCIFAR100_10, 15, 0.8500, 0.8340
11-03-20_21:30:33, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_11~numtaskslearned=15~tasknumber=11, RandSplitCIFAR100_11, 15, 0.7260, 0.7300
11-03-20_21:30:33, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_12~numtaskslearned=15~tasknumber=12, RandSplitCIFAR100_12, 15, 0.7440, 0.7400
11-03-20_21:30:34, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_13~numtaskslearned=15~tasknumber=13, RandSplitCIFAR100_13, 15, 0.7320, 0.7460
11-03-20_21:30:34, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_14~numtaskslearned=15~tasknumber=14, RandSplitCIFAR100_14, 15, 0.7520, 0.7300
