Date Finished,Name,Task,Num Tasks Learned,Current Val,Adapt Val
10-21-20_21:32:56, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_0~numtaskslearned=20~tasknumber=0, RandSplitCIFAR100_0, 20, 0.8140, 0.8200
10-21-20_21:32:57, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_1~numtaskslearned=20~tasknumber=1, RandSplitCIFAR100_1, 20, 0.7700, 0.7880
10-21-20_21:32:57, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_2~numtaskslearned=20~tasknumber=2, RandSplitCIFAR100_2, 20, 0.8840, 0.8860
10-21-20_21:32:58, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_3~numtaskslearned=20~tasknumber=3, RandSplitCIFAR100_3, 20, 0.9060, 0.9040
10-21-20_21:32:59, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_4~numtaskslearned=20~tasknumber=4, RandSplitCIFAR100_4, 20, 0.8560, 0.8600
10-21-20_21:32:59, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_5~numtaskslearned=20~tasknumber=5, RandSplitCIFAR100_5, 20, 0.9220, 0.9240
10-21-20_21:33:00, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_6~numtaskslearned=20~tasknumber=6, RandSplitCIFAR100_6, 20, 0.8860, 0.8760
10-21-20_21:33:01, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_7~numtaskslearned=20~tasknumber=7, RandSplitCIFAR100_7, 20, 0.7480, 0.7460
10-21-20_21:33:01, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_8~numtaskslearned=20~tasknumber=8, RandSplitCIFAR100_8, 20, 0.8420, 0.8620
10-21-20_21:33:02, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_9~numtaskslearned=20~tasknumber=9, RandSplitCIFAR100_9, 20, 0.8440, 0.8580
10-21-20_21:33:03, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_10~numtaskslearned=20~tasknumber=10, RandSplitCIFAR100_10, 20, 0.9160, 0.9140
10-21-20_21:33:04, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_11~numtaskslearned=20~tasknumber=11, RandSplitCIFAR100_11, 20, 0.7580, 0.7680
10-21-20_21:33:04, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_12~numtaskslearned=20~tasknumber=12, RandSplitCIFAR100_12, 20, 0.8580, 0.8500
10-21-20_21:33:05, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_13~numtaskslearned=20~tasknumber=13, RandSplitCIFAR100_13, 20, 0.8180, 0.8220
10-21-20_21:33:06, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_14~numtaskslearned=20~tasknumber=14, RandSplitCIFAR100_14, 20, 0.8520, 0.8420
10-21-20_21:33:06, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_15~numtaskslearned=20~tasknumber=15, RandSplitCIFAR100_15, 20, 0.8780, 0.8720
10-21-20_21:33:07, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_16~numtaskslearned=20~tasknumber=16, RandSplitCIFAR100_16, 20, 0.8340, 0.8460
10-21-20_21:33:08, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_17~numtaskslearned=20~tasknumber=17, RandSplitCIFAR100_17, 20, 0.8780, 0.8820
10-21-20_21:33:08, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_18~numtaskslearned=20~tasknumber=18, RandSplitCIFAR100_18, 20, 0.9160, 0.9120
10-21-20_21:33:09, id=supsup~seed=0~sparsity=4~try=6~task=RandSplitCIFAR100_19~numtaskslearned=20~tasknumber=19, RandSplitCIFAR100_19, 20, 0.7440, 0.7480
