Date Finished,Name,Task,Num Tasks Learned,Current Val,Adapt Val
11-03-20_20:08:37, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_0~numtaskslearned=10~tasknumber=0, RandSplitCIFAR100_0, 10, 0.7320, 0.7260
11-03-20_20:08:37, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_1~numtaskslearned=10~tasknumber=1, RandSplitCIFAR100_1, 10, 0.7540, 0.7420
11-03-20_20:08:38, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_2~numtaskslearned=10~tasknumber=2, RandSplitCIFAR100_2, 10, 0.8380, 0.8460
11-03-20_20:08:38, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_3~numtaskslearned=10~tasknumber=3, RandSplitCIFAR100_3, 10, 0.7880, 0.7900
11-03-20_20:08:38, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_4~numtaskslearned=10~tasknumber=4, RandSplitCIFAR100_4, 10, 0.8200, 0.8240
11-03-20_20:08:39, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_5~numtaskslearned=10~tasknumber=5, RandSplitCIFAR100_5, 10, 0.8740, 0.8720
11-03-20_20:08:39, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_6~numtaskslearned=10~tasknumber=6, RandSplitCIFAR100_6, 10, 0.8020, 0.8020
11-03-20_20:08:39, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_7~numtaskslearned=10~tasknumber=7, RandSplitCIFAR100_7, 10, 0.6840, 0.6800
11-03-20_20:08:39, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_8~numtaskslearned=10~tasknumber=8, RandSplitCIFAR100_8, 10, 0.7880, 0.7720
11-03-20_20:08:40, id=supsup~seed=0~sparsity=1~try=0~task=RandSplitCIFAR100_9~numtaskslearned=10~tasknumber=9, RandSplitCIFAR100_9, 10, 0.7440, 0.7340
