Date Finished,Name,Task,Num Tasks Learned,Current Val,Adapt Val
11-04-20_00:26:40, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_0~numtaskslearned=12~tasknumber=0, RandSplitCIFAR100_0, 12, 0.8320, 0.8200
11-04-20_00:26:40, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_1~numtaskslearned=12~tasknumber=1, RandSplitCIFAR100_1, 12, 0.8000, 0.7980
11-04-20_00:26:40, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_2~numtaskslearned=12~tasknumber=2, RandSplitCIFAR100_2, 12, 0.8860, 0.8800
11-04-20_00:26:41, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_3~numtaskslearned=12~tasknumber=3, RandSplitCIFAR100_3, 12, 0.9180, 0.9260
11-04-20_00:26:41, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_4~numtaskslearned=12~tasknumber=4, RandSplitCIFAR100_4, 12, 0.8780, 0.8640
11-04-20_00:26:41, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_5~numtaskslearned=12~tasknumber=5, RandSplitCIFAR100_5, 12, 0.9380, 0.9380
11-04-20_00:26:41, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_6~numtaskslearned=12~tasknumber=6, RandSplitCIFAR100_6, 12, 0.8720, 0.8680
11-04-20_00:26:42, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_7~numtaskslearned=12~tasknumber=7, RandSplitCIFAR100_7, 12, 0.7540, 0.7540
11-04-20_00:26:42, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_8~numtaskslearned=12~tasknumber=8, RandSplitCIFAR100_8, 12, 0.8840, 0.8780
11-04-20_00:26:42, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_9~numtaskslearned=12~tasknumber=9, RandSplitCIFAR100_9, 12, 0.8640, 0.8740
11-04-20_00:26:43, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_10~numtaskslearned=12~tasknumber=10, RandSplitCIFAR100_10, 12, 0.9360, 0.9380
11-04-20_00:26:43, id=supsup~seed=0~sparsity=16~try=0~task=RandSplitCIFAR100_11~numtaskslearned=12~tasknumber=11, RandSplitCIFAR100_11, 12, 0.7940, 0.7920
