Date Finished,Name,Current Val,Best Val,Save Directory
11-03-20_19:21:14, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=0, 0.7520, 0.7540, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:26:19, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=1, 0.7200, 0.7420, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:31:23, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=2, 0.8260, 0.8500, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:36:27, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=3, 0.8340, 0.8420, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:41:33, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=4, 0.8240, 0.8340, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:46:38, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=5, 0.8760, 0.8900, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:51:43, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=6, 0.8280, 0.8540, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_19:56:48, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=7, 0.6700, 0.7040, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_20:01:54, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=8, 0.7880, 0.7880, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_20:06:59, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=9, 0.7400, 0.7540, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_20:12:05, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=10, 0.8420, 0.8580, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_20:17:10, id=supsup~seed=0~sparsity=1~try=0~set=RandSplitCIFAR100~task=11, 0.7580, 0.7760, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=1~try=0
11-03-20_20:22:29, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=0, 0.7820, 0.8020, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:27:37, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=1, 0.7600, 0.7840, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:32:47, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=2, 0.8740, 0.8800, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:37:55, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=3, 0.8920, 0.9020, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:43:04, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=4, 0.8520, 0.8640, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:48:13, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=5, 0.8980, 0.9140, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:53:21, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=6, 0.8600, 0.8840, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=2~try=0
11-03-20_20:58:29, id=supsup~seed=0~sparsity=2~try=0~set=RandSplitCIFAR100~task=7, 0.7120, 0.7500, runs/SupsupSeed_run2/rn18-supsup_num_masks_12/id=supsup~seed=0~sparsity=2~try=0
